"Grocery Market Bag, Handmade Basket Bag, Anniversary Gift for Wife, Handwoven Straw Bag Beach, Hand Crocheted Bucket Bag","Totes are great for when you need to carry a larger load, but don't want to lug around a heavy bag. The Mini Bag is perfect for when you're running errands or need your hands free. The Market Tote Bag can still carry all your essentials, while also allowing you to keep an eye on your belongings. Italian leather bags are durable, stylish, and make for the perfect travel companion. Tote bags are great for carrying everything in one place (even when you've got more than one!).
Product Details:

Unlined with wood button closure. This bag is hand crocheted by women artisans in Madagascar

Dimensions: 18” W x 11.5” H and 8” depth",63.8,USD,1,"basket_bag_pink,raffia_bag,straw_bag,summer_bag,straw_beach_bag,basket_bag_hobo,raffia_purse,crochet_bag_pattern,market_basket_bag,raffia_bag_pattern,crochet_tote_bag,crochet_bucket_bag,crochet_handbag",,https://i.etsystatic.com/18869136/r/il/91e995/3727785761/il_fullxfull.3727785761_rcwz.jpg,https://i.etsystatic.com/18869136/r/il/8cba44/3727785835/il_fullxfull.3727785835_6suz.jpg,https://i.etsystatic.com/18869136/r/il/734d2b/3727785913/il_fullxfull.3727785913_5517.jpg,https://i.etsystatic.com/18869136/r/il/8c6701/3727786013/il_fullxfull.3727786013_dfqe.jpg,https://i.etsystatic.com/18869136/r/il/539ab6/3727786097/il_fullxfull.3727786097_1fcp.jpg,,,,,,,,,,,,
"Tulum Raffia Placemats, Boho Multicolor Natutal Woven Placemats, Table Mats for Dining Table","Handwoven from natural raffia leaves these placemats brings a nature-inspired touch to your dining table decor by using a neutral boho style that is great for indoor or al fresco. Made for easy layering to style with colorful or plain dinnerware. 

•Crafted from Natural Raffia
•Round Placemat: 14"" diameter
•Easy to clean, spot clean only
•Made in Madagascar

We're supporting the integrity of artisan-made goods with these natural and sustainable handmade placement that add a beautiful addition to your dining table.",16.5,USD,9,"handmade,raffia,table_mat,table_decor,table_chargers,boho_placemat,dining_table,rattan_placemats,woven_placemats,water_hyacinth,vintage_placemats,bamboo_placemats,crochet_placemat","raffia,woven,hand crafted,handmade",https://i.etsystatic.com/18869136/r/il/ebe34e/4058733334/il_fullxfull.4058733334_4asj.jpg,https://i.etsystatic.com/18869136/r/il/df5646/4106376679/il_fullxfull.4106376679_et2w.jpg,https://i.etsystatic.com/18869136/r/il/a68092/4106376687/il_fullxfull.4106376687_nydq.jpg,,,,,,,,"Custom Property","Set of","Single Placemat,Set of 2,Set of 4,Set of 6",,,,
"Raffia placemats for table decor, Pink woven placemats, decorative placemats, Handmade  placemats, Multicolor Rectangular Placemats","Introducing our beautiful Raffia placemats, the perfect addition to your table decor! These woven placemats come in a range of vibrant colors that are sure to brighten up any mealtime.
Not only are they stylish, but they are also practical. Our decorative placemats are made from high-quality materials, ensuring they are durable and long-lasting. They are also easy to clean, simply wipe them down with a damp cloth and they are good to go!

Our handmade placemats are woven with care and attention to detail, giving them a unique and exceptional quality. The multicolor rectangular placemats add a touch of elegance to your dining experience, whether you are enjoying a family meal or hosting a dinner party.
Our Raffia placemats are versatile and can be used for any occasion, making them the perfect gift for anyone who loves to entertain. They are also a great way to add color to your kitchen or dining room.
Don't settle for ordinary placemats, elevate your table decor with our beautiful Raffia placemats today!

Dimensions: 17.25""L, 13.5""W
Material: Raffia(natural straw like material)
You can buy 1, set of 2, set of 4, or a set of 6. Please reach out if you need any help at all!

Feel free to send a message if you would like to customize your order or inquire about a wholesale order.",16.5,USD,20,"placemats,placemats_set_of_6,table_placemats,raffia_placemats,handwoven,natural,dining_table,coffee_table_decor,table_decor",Raffia,https://i.etsystatic.com/18869136/r/il/865ef7/4766726899/il_fullxfull.4766726899_aoyu.jpg,https://i.etsystatic.com/18869136/r/il/c4169d/4718487404/il_fullxfull.4718487404_jzw4.jpg,https://i.etsystatic.com/18869136/r/il/36dde3/4766728641/il_fullxfull.4766728641_t6qe.jpg,https://i.etsystatic.com/18869136/r/il/676f7a/4766729595/il_fullxfull.4766729595_mf0n.jpg,https://i.etsystatic.com/18869136/r/il/551ca0/4766729685/il_fullxfull.4766729685_igxp.jpg,,,,,,"Custom Property",Quantity,"Single,Set of 4,Set of 6",,,,
"Raffia Colorful placemats for table decor, Multicolor Woven placemats, colorful table mats, decorative placemats, Handmade  placemats","Introducing our beautiful Raffia placemats, the perfect addition to your table decor! These woven placemats come in a range of vibrant colors that are sure to brighten up any mealtime.

Not only are they stylish, but they are also practical. Our decorative placemats are made from high-quality materials, ensuring they are durable and long-lasting. They are also easy to clean, simply wipe them down with a damp cloth and they are good to go!

Our handmade placemats are woven with care and attention to detail, giving them a unique and exceptional quality. The multicolor rectangular placemats add a touch of elegance to your dining experience, whether you are enjoying a family meal or hosting a dinner party.

Our Raffia placemats are versatile and can be used for any occasion, making them the perfect gift for anyone who loves to entertain. They are also a great way to add color to your kitchen or dining room.
Don't settle for ordinary placemats, elevate your table decor with our beautiful Raffia placemats today!

Dimensions: 17.25""L, 13.5""W
Material: Raffia(natural straw like material)
You can buy 1, set of 2, set of 4, or a set of 6. Please reach out if you need any help at all!

Feel free to send a message if you would like to customize your order or inquire about a wholesale order.",22,USD,20,"placemats,placemats_set_of_4,table_placemats,raffia_placemats,handwoven,natural,dining_table,coffee_table_decor,table_decor",Raffia,https://i.etsystatic.com/18869136/r/il/6392b2/4766740721/il_fullxfull.4766740721_5lzf.jpg,https://i.etsystatic.com/18869136/r/il/0b180a/4718500512/il_fullxfull.4718500512_khul.jpg,https://i.etsystatic.com/18869136/r/il/6fa85e/4718501298/il_fullxfull.4718501298_7day.jpg,https://i.etsystatic.com/18869136/r/il/070592/4718501972/il_fullxfull.4718501972_fjc9.jpg,https://i.etsystatic.com/18869136/r/il/6a0651/4718502428/il_fullxfull.4718502428_m72v.jpg,,,,,,"Custom Property",Quantity,"Single,Set of 4,Set of 6",,,,
"Raffia  Rectangular Placemats, Black  woven placemats, colorful table mats, decorative placemats, Multicolor placemats for table decor","Introducing the Raffia Rectangular Placemats - A beautiful addition to any dining table decor. These placemats are handcrafted with high-quality raffia material, making them durable and long-lasting. Each placemat is carefully woven with intricate details and comes in a variety of vibrant colors, making them the perfect colorful table mats to add a pop of color to your dining area.

These decorative placemats are designed to protect your table from scratches and spills while also adding a touch of elegance to your table setting. Whether you're hosting a dinner party or simply enjoying a meal with your family, these handmade placemats will create a warm and inviting atmosphere.

These placemats also make for a thoughtful gift for a friend or loved one who enjoys hosting dinner parties or has a passion for interior design. With their unique and beautiful design, the Raffia Rectangular Placemats are sure to impress and make a lasting impression on any guest.

Dimensions: 17.25""L, 13.5""W
Material: Raffia(natural straw like material)
You can buy 1, set of 2, set of 4, or a set of 6. Please reach out if you need any help at all!

Feel free to send a message if you would like to customize your order or inquire about a wholesale order.",16.5,USD,20,"placemats_set_of_4,crochet_strawberry,strawberry_art,table_decor,decorative_placemats,hand_woven,beaded_table,red_placemat","Raffia,woven",https://i.etsystatic.com/18869136/r/il/714f0d/4766682641/il_fullxfull.4766682641_2lm8.jpg,https://i.etsystatic.com/18869136/r/il/e96c4e/4766683299/il_fullxfull.4766683299_adcb.jpg,https://i.etsystatic.com/18869136/r/il/c191d0/4766684217/il_fullxfull.4766684217_cwug.jpg,https://i.etsystatic.com/18869136/r/il/c9b4ae/4718444090/il_fullxfull.4718444090_7poe.jpg,,,,,,,"Custom Property",Quantity,"Single,Set of 4,Set of 6",,,,
"Raffia colorful round placemats,dining table decor, decorative round placemats, kitchen placemat, round woven placemats,Blue placemat","Our Round Raffia Table Mat - Hand Crocheted Placemats offer a stylish and practical solution for your dining table. Each placemat is crafted by hand using natural and sustainable raffia fibers, creating a unique and intricate design that adds a touch of natural elegance to any setting.

The circular shape of the placemats provides a perfect backdrop for your dinnerware, while also protecting your table from scratches and spills. These durable placemats are easy to clean and maintain, making them a practical choice for everyday use or special occasions.

By choosing our Round Raffia Table Mat - Hand Woven Placemats, you're not only adding a stylish touch to your dining decor, but you're also supporting ethical and sustainable practices in the world of home decor. Make a statement with these stunning and eco-friendly placemats at your next meal.

•Crafted from Natural Raffia
•Round Placemat: 14"" diameter
•Easy to clean, spot clean only
•Made in Madagascar


We're supporting the integrity of artisan-made goods with these natural and sustainable handmade placement that add a beautiful addition to your dining table.",16.5,USD,20,"placemats,placemats_set_of_6,table_placemats,raffia_placemats,handwoven,natural,dining_table,coffee_table_decor,table_decor,Eco-Friendly_Raffia,Outdoor_Placemats,Woven_Placemats,Decorative_Raffia",Raffia,https://i.etsystatic.com/18869136/r/il/d23f5f/4718590978/il_fullxfull.4718590978_be7t.jpg,https://i.etsystatic.com/18869136/r/il/0385ee/4766833211/il_fullxfull.4766833211_b9n0.jpg,https://i.etsystatic.com/18869136/r/il/ddb9c5/4766833867/il_fullxfull.4766833867_ibuu.jpg,,,,,,,,"Custom Property",Quantity,"Single,Set of 4,Set of 6",,,,
"Round Raffia Table Mat Multi Color Edge Round Woven Placemats Table Decor Handmade Decorative placemats","Looking to add a touch of artisanal flair to your dining table? Our multi-color round raffia placemats are a perfect choice! Handwoven with care using eco-friendly materials, each placemat is a unique work of art.

These heat-resistant placemats protect your table from scratches and spills, while their playful multi-color design brings a cheerful energy to your dining experience. They're perfect for both casual meals with family and friends or for setting a chic table for special occasions.

What's more, these circle placemats are a breeze to clean and store, making them an easy and convenient choice for any home. You'll love the way they add a natural, bohemian touch to your decor. Elevate your table settings with our one-of-a-kind rainbow placemats today!",16.5,USD,20,"table_decorations,circle_placemat,unique_placemats,round_placemat,crochet_placemat,raffia_mats,colorful",Raffia,https://i.etsystatic.com/18869136/r/il/9ffc8c/4766784877/il_fullxfull.4766784877_d8z4.jpg,https://i.etsystatic.com/18869136/r/il/794bfa/4718545414/il_fullxfull.4718545414_8kyc.jpg,https://i.etsystatic.com/18869136/r/il/51801c/4718545744/il_fullxfull.4718545744_kv1x.jpg,,,,,,,,"Custom Property",Quantity,"Single,Set of 4,Set of 6",,,,
"Paris Placemat, Raffia Round Placemats, Natural Round Placemats, Handmade placemat, Neutral Placemat, Handmade in Madagascar","Payton James founded her brand by working with artisans all around the world. She designs everything in and works one on one with artisans on her designs. During the global pandemic of Covid-19, she started a home goods line with her vendors in Madagascar. She wanted to create beautiful, handwoven designs inspired by bold colors and nature. Raffia is a natural fiber in Madagascar. The fibers are dyed by hand and then woven into their unique designs by women artisans. 

Dimensions: 14""
Material: Raffia(natural straw like material)



Feel free to send a message if you would like to customize your order or inquire about a wholesale order.",16.5,USD,19,"raffia_placemat,tableware,table_setting,natural,handmade,handwoven,circle_placemat,Round_placemat,easy_clean_placemats,placemats_set_of_4,unique_placemats,woven_placemat,crochet_place_mat",raffia,https://i.etsystatic.com/18869136/r/il/923735/4441967301/il_fullxfull.4441967301_htwa.jpg,https://i.etsystatic.com/18869136/r/il/597734/4357668422/il_fullxfull.4357668422_n5lu.jpg,https://i.etsystatic.com/18869136/r/il/d40b48/4357554114/il_fullxfull.4357554114_rpym.jpg,,,,,,,,"Custom Property","Set of","Single,Set of 2,Set of 4,Set of 6",,,,
"Italian Leather Pouch Bag Small, Mini Pouch Bag Pearl White, Makeup Purse for Ladies, Anniversary Gift Idea, Leather Coin Bag","Product Details:


Tortoise handles and bag are handcrafted by artisans with Italian Napa leather

Interior details: 3 card slots inside and zipper top closure. Lined with black cotton twill. 

Dimensions: 10""W X 6""W Depth: 6.5""

Color: Pearl White",195.8,USD,1,"leather_pouch_white,leather_coin_purse,leather_coin_pouch,small_leather_pouch,small_pouch,jewellery_pouch,mother's_day_gift,small_leather_bag,small_zipper_pouch,coin_pouch,dice_pouch,anniversary_gift,leather_pouch",,https://i.etsystatic.com/18869136/r/il/032769/3680115218/il_fullxfull.3680115218_gwx2.jpg,https://i.etsystatic.com/18869136/r/il/e7ba16/3680115274/il_fullxfull.3680115274_5yb1.jpg,https://i.etsystatic.com/18869136/r/il/380f71/3680115384/il_fullxfull.3680115384_ghvv.jpg,https://i.etsystatic.com/18869136/r/il/228fed/3680115442/il_fullxfull.3680115442_lrph.jpg,,,,,,,,,,,,,
"Red Leather Bag, Italian Leather Tote for Girls, Handmade Everyday Bag, Small Leather Shopping Bag, Gift for Women","Totes are great for when you need to carry a larger load, but don't want to lug around a heavy bag. The Mini Bag is perfect for when you're running errands or need your hands free. The Crossbody Bag can still carry all your essentials, while also allowing you to keep an eye on your belongings. Italian leather bags are durable, stylish, and make for the perfect travel companion. Tote bags are great for carrying everything in one place (even when you've got more than one!).
Product Details:
The tortoise handles and bag are handmade by women artisans in India.

Dimensions: 8.25"" H X 9.5"" W. Depth: 3.75""
Interior card slots Strap drop: 57 cm
Interior Magnet
Will fit a wallet, iphone and essentials like lipstick
Color: Parrot Red",228.8,USD,1,"leather_tote_bag,tortoise_handle_bag,baguette_bag,red_leather_tote,genuine_leather_bag,red_leather_tote_bag,red_handbag,wedding_gift,small_leather_bag,birthday_gift,red_leather_purse,mother's_day_gift,bucket_bag",,https://i.etsystatic.com/18869136/r/il/d27dab/3680157664/il_fullxfull.3680157664_cmut.jpg,https://i.etsystatic.com/18869136/r/il/0bb44d/3680150044/il_fullxfull.3680150044_hayn.jpg,https://i.etsystatic.com/18869136/r/il/872903/3727750177/il_fullxfull.3727750177_ml67.jpg,https://i.etsystatic.com/18869136/r/il/0710df/3727750227/il_fullxfull.3727750227_crhz.jpg,https://i.etsystatic.com/18869136/r/il/16d5c4/3727750379/il_fullxfull.3727750379_tglx.jpg,https://i.etsystatic.com/18869136/r/il/fa2b3e/3727752055/il_fullxfull.3727752055_ccbi.jpg,,,,,,,,,,,
